order_id,order_date,customer_id,product,qty,unit_price,cost,channel,city
100043,2025-09-24 12:26:54,C01289,Monitor,2,817.32,619.48,store,Fortaleza
100044,2025-10-27 03:42:01,C03261,SSD 1TB,4,491.05,328.87,marketplace,Goiania
100045,2025-06-04 17:25:31,C01398,Mouse,3,85.45,31.67,marketplace,Salvador
100046,2025-05-20 12:14:42,C03221,Laptop Stand,2,126.79,61.37,store,Fortaleza
100047,2025-03-28 20:03:50,C03772,Keyboard,3,151.0,89.29,marketplace,Fortaleza
100048,2025-03-26 19:40:26,C00895,Mouse,5,85.64,29.42,marketplace,São Paulo
100049,2025-04-18 17:59:30,C00619,SSD 1TB,2,456.75,320.83,marketplace,Goiania
100050,2025-11-17 07:01:20,C02268,Webcam,5,226.22,138.41,online,Goiania
100051,2025-03-19 02:31:59,C02812,Mouse,5,73.89,30.04,store,Brasília
100052,2025-06-15 10:16:12,C02124,Laptop Stand,1,131.27,55.41,online,Fortaleza
100053,2025-05-29 17:09:40,C04153,Webcam,4,248.33,130.06,marketplace,Brasília
100054,2025-03-07 09:56:29,C03718,Headset,2,192.03,130.49,marketplace,Salvador
100055,2025-11-19 23:07:36,C01408,SSD 1TB,4,424.36,322.99,store,Brasília
100056,2025-05-07 19:41:29,C01159,USB Hub,3,73.23,26.64,marketplace,Curitiba
100057,2025-01-16 21:01:51,C03099,Webcam,3,271.19,144.21,store,Brasília
100058,2025-12-13 07:13:21,C02638,Laptop Stand,2,129.44,63.8,online,São Paulo
100059,2025-02-20 02:16:45,C02663,USB Hub,5,65.46,22.67,marketplace,Salvador
100060,2025-04-26 12:58:12,C00833,Monitor,2,924.89,685.51,store,São Paulo
100061,2025-12-27 08:37:23,C00068,Monitor,4,942.2,591.46,store,Salvador
100062,2025-06-11 07:54:42,C02228,Webcam,3,272.49,134.86,store,Curitiba
100063,2025-03-09 09:43:57,C00055,Headset,5,204.4,113.82,online,Cuiaba
100064,2025-01-31 14:35:38,C04924,Monitor,2,842.8,630.45,store,Recife
100065,2025-01-22 23:15:24,C04310,Webcam,4,238.54,144.87,online,Cuiaba
100066,2025-03-27 03:51:01,C03365,Keyboard,3,137.21,97.38,marketplace,Brasília
100067,2025-10-06 03:47:43,C04933,Keyboard,3,150.48,95.15,online,São Paulo
100068,2025-12-25 12:07:28,C00643,Laptop Stand,5,128.35,65.65,marketplace,São Paulo
100069,2025-01-15 05:20:46,C00861,Laptop Stand,5,124.16,61.32,store,Brasília
100070,2025-03-16 01:57:52,C03233,Webcam,2,270.72,139.03,online,São Paulo
100071,2025-07-06 10:49:14,C04109,Webcam,1,271.99,127.38,store,Salvador
100072,2025-04-06 20:23:08,C03963,SSD 1TB,5,458.15,351.97,marketplace,Brasília
100073,2025-01-03 09:21:36,C00521,Keyboard,3,161.37,87.0,store,Curitiba
100074,2025-12-15 17:47:29,C04422,Keyboard,1,137.12,92.78,marketplace,São Paulo
100075,2025-01-27 08:28:55,C03689,Mouse,5,81.07,30.91,marketplace,Fortaleza
100076,2025-01-10 14:24:11,C02158,Headset,4,217.43,119.41,store,São Paulo
100077,2025-06-12 11:06:23,C04546,Laptop Stand,5,122.17,64.34,marketplace,Fortaleza
100078,2025-03-04 19:58:59,C02363,Monitor,5,889.28,588.32,online,Curitiba
100079,2025-06-17 21:59:51,C04243,Webcam,2,259.2,139.74,online,Curitiba
100080,2025-03-04 18:37:27,C02451,SSD 1TB,3,470.74,340.3,marketplace,Brasília
100081,2025-06-18 23:26:14,C00589,Keyboard,1,159.1,93.39,store,São Paulo
100082,2025-08-19 14:08:37,C02434,Webcam,2,254.8,152.0,store,Curitiba
100083,2025-10-25 11:41:23,C04133,USB Hub,5,63.81,24.1,online,Brasília
100084,2025-01-28 02:23:52,C00948,Laptop Stand,2,119.82,59.79,store,Recife
100085,2025-11-30 13:38:25,C02096,Monitor,3,842.49,630.28,online,Cuiaba
100086,2025-12-22 04:13:38,C02562,Headset,5,185.77,128.09,store,Salvador
100087,2025-04-01 07:42:21,C04597,Webcam,5,265.67,130.51,store,Salvador
100088,2025-07-24 15:03:50,C00612,Monitor,4,824.46,692.98,online,Recife
100089,2025-11-06 18:12:26,C03506,Webcam,5,237.24,141.65,online,Recife
100090,2025-12-27 23:15:55,C04381,Webcam,4,262.92,146.33,marketplace,Salvador
100091,2025-06-13 16:21:13,C00109,Keyboard,5,160.29,89.49,store,São Paulo
100092,2025-05-25 12:08:51,C00268,Webcam,3,242.21,132.07,online,Brasília
100093,2025-10-16 21:55:19,C01299,Laptop Stand,1,113.91,60.96,marketplace,Brasília
100094,2025-03-14 21:53:38,C00929,Mouse,2,88.42,27.44,marketplace,Rio de Janeiro
100095,2025-09-02 00:55:32,C04560,Keyboard,5,152.74,93.13,marketplace,Curitiba
100096,2025-11-22 04:27:30,C00558,Headset,1,212.08,124.62,store,Curitiba
100097,2025-04-27 13:51:01,C00004,SSD 1TB,1,410.62,351.34,online,Brasília
100098,2025-06-25 07:47:03,C04224,Laptop Stand,3,108.26,57.64,online,Salvador
100099,2025-03-14 23:25:17,C04060,Headset,3,194.73,123.43,store,Brasília
100100,2025-02-23 14:18:00,C03102,Webcam,1,253.56,138.94,online,Recife
100101,2025-10-18 08:32:18,C00572,Mouse,2,79.9,32.69,marketplace,Brasília
100102,2025-05-09 09:56:27,C02248,Keyboard,5,156.3,96.14,store,Goiania
100103,2025-03-11 03:09:56,C00751,Mouse,4,83.81,30.72,store,Fortaleza
100104,2025-07-11 06:33:14,C02789,SSD 1TB,4,432.59,288.45,marketplace,São Paulo
100105,2025-05-14 18:07:28,C00130,SSD 1TB,1,485.56,329.38,store,Rio de Janeiro
100106,2025-11-23 11:42:56,C03215,Keyboard,1,140.58,98.95,online,Brasília
100107,2025-09-21 01:08:14,C01211,Laptop Stand,2,112.68,60.54,online,Rio de Janeiro
100108,2025-11-27 10:21:44,C03879,Monitor,4,841.09,593.92,online,Recife
100109,2025-03-09 13:56:00,C00277,USB Hub,2,72.16,25.13,marketplace,Rio de Janeiro
100110,2025-12-16 20:56:22,C01251,USB Hub,2,64.62,26.94,marketplace,Curitiba
100111,2025-06-01 18:41:44,C02052,Keyboard,5,146.67,86.18,online,São Paulo
100112,2025-08-18 00:29:17,C01395,SSD 1TB,4,473.13,342.91,store,Recife
100113,2025-01-17 02:06:24,C02836,Laptop Stand,3,125.14,64.17,store,Goiania
100114,2025-06-05 23:37:48,C03955,USB Hub,4,69.31,27.46,online,Cuiaba
100115,2025-08-01 01:03:03,C00345,SSD 1TB,2,478.59,296.09,online,Cuiaba
100116,2025-05-12 03:16:04,C01363,Webcam,1,267.32,130.82,marketplace,Curitiba
100117,2025-05-11 16:46:13,C00480,Webcam,1,248.63,149.16,online,Rio de Janeiro
100118,2025-12-11 17:38:05,C03604,Webcam,4,273.64,143.76,online,Goiania
100119,2025-10-17 05:02:10,C03784,Headset,3,197.32,120.24,marketplace,São Paulo
100120,2025-08-27 12:32:58,C04598,Mouse,3,76.21,27.7,marketplace,Brasília
100121,2025-10-03 17:09:06,C02727,Webcam,2,267.5,142.71,store,Fortaleza
100122,2025-04-06 14:12:18,C04376,SSD 1TB,2,410.75,338.12,marketplace,Recife
100123,2025-07-14 22:30:14,C00281,Monitor,2,893.74,609.63,online,Cuiaba
100124,2025-12-19 20:57:04,C04264,Laptop Stand,5,112.25,55.58,online,Salvador
100125,2025-02-01 11:00:07,C00897,SSD 1TB,4,421.23,308.55,store,Curitiba
100126,2025-06-30 14:01:28,C00147,Monitor,1,865.68,697.99,online,São Paulo
100127,2025-09-14 20:07:06,C01707,USB Hub,2,74.52,26.72,online,Goiania
100128,2025-08-17 08:50:24,C03497,Mouse,5,80.19,28.09,online,Salvador
100129,2025-01-10 08:25:41,C03977,Keyboard,2,158.0,98.25,marketplace,Rio de Janeiro
100130,2025-06-06 09:29:56,C00023,Webcam,2,266.85,138.21,marketplace,Rio de Janeiro
100131,2025-11-19 15:48:52,C02771,Monitor,5,839.1,692.02,online,Fortaleza
100132,2025-04-20 16:47:29,C00747,Monitor,2,822.56,599.93,online,Brasília
100133,2025-03-19 18:20:37,C00836,SSD 1TB,1,426.49,327.44,marketplace,Rio de Janeiro
100134,2025-08-27 13:08:45,C00765,Headset,1,212.34,122.55,store,Rio de Janeiro
100135,2025-05-31 11:27:42,C03552,Headset,1,184.45,118.48,online,Cuiaba
100136,2025-03-26 17:45:03,C00276,Mouse,2,83.03,28.32,online,Recife
100137,2025-07-07 09:33:50,C04474,Mouse,1,78.94,30.51,store,Goiania
100138,2025-08-02 15:28:21,C02523,USB Hub,5,63.79,25.82,store,Brasília
100139,2025-11-08 15:56:33,C04375,USB Hub,2,64.27,25.02,marketplace,Brasília
100140,2025-08-19 18:25:46,C00104,Headset,1,198.82,122.01,online,Salvador
100141,2025-06-09 01:43:48,C00897,Monitor,3,839.74,649.56,store,São Paulo
100142,2025-12-15 14:34:13,C03817,Mouse,4,73.11,29.0,marketplace,São Paulo
100143,2025-08-29 06:03:25,C03208,Keyboard,2,160.94,96.24,online,São Paulo
100144,2025-02-07 08:00:26,C00105,Headset,3,207.43,112.67,online,Rio de Janeiro
100145,2025-08-08 01:07:52,C00142,Laptop Stand,4,113.96,62.07,store,Cuiaba
100146,2025-03-19 00:47:31,C03945,Headset,2,186.54,108.57,marketplace,Salvador
100147,2025-06-21 14:09:52,C02796,USB Hub,3,64.54,25.54,store,Goiania
100148,2025-01-08 09:48:42,C04973,Laptop Stand,3,124.16,64.23,online,Curitiba
100149,2025-11-07 02:14:05,C00261,Keyboard,5,154.32,85.15,online,São Paulo
100150,2025-04-29 08:41:35,C00732,Webcam,4,232.54,148.91,store,São Paulo
100151,2025-07-22 01:43:02,C03952,Headset,2,214.25,123.24,marketplace,Fortaleza
100152,2025-10-10 10:37:42,C03136,Webcam,4,227.25,143.69,online,Fortaleza
100153,2025-12-22 06:16:01,C01575,Webcam,3,255.05,134.79,marketplace,Cuiaba
100154,2025-01-06 03:55:17,C02472,SSD 1TB,4,435.97,299.05,marketplace,Cuiaba
100155,2025-02-09 16:11:24,C00830,Mouse,5,81.63,30.84,marketplace,Cuiaba
100156,2025-07-21 13:38:34,C04843,SSD 1TB,2,489.56,311.3,store,Fortaleza
100157,2025-06-14 09:11:29,C00834,Monitor,1,887.35,691.65,store,Rio de Janeiro
100158,2025-12-26 04:19:04,C01590,Keyboard,5,161.3,88.35,online,São Paulo
100159,2025-06-18 10:09:10,C02063,Headset,3,183.73,123.11,store,Brasília
100160,2025-07-23 16:15:42,C02180,Monitor,4,930.22,587.0,online,Fortaleza
100161,2025-04-08 10:37:00,C03255,USB Hub,2,74.28,27.15,marketplace,São Paulo
100162,2025-05-28 20:53:09,C03780,Headset,1,188.44,116.63,online,Rio de Janeiro
100163,2025-08-22 06:11:35,C00703,Keyboard,3,161.47,95.01,online,Recife
100164,2025-05-13 07:00:48,C03047,Keyboard,3,161.31,92.61,online,Curitiba
100165,2025-10-13 11:48:38,C01383,Mouse,2,79.03,32.03,store,Cuiaba
100166,2025-01-27 07:21:11,C00677,Laptop Stand,1,114.5,60.36,marketplace,Recife
100167,2025-02-21 00:39:32,C01744,Monitor,5,935.92,634.12,online,Curitiba
100168,2025-01-08 10:55:38,C03769,Laptop Stand,2,119.52,65.29,marketplace,Recife
100169,2025-07-08 17:22:44,C03208,Keyboard,1,144.37,93.23,marketplace,Cuiaba
100170,2025-01-02 22:20:32,C02344,Laptop Stand,4,124.95,63.14,online,Curitiba
100171,2025-08-13 18:14:15,C03768,Laptop Stand,4,130.09,64.45,online,Brasília
100172,2025-04-08 05:51:47,C00685,Keyboard,4,141.38,86.61,marketplace,Fortaleza
100173,2025-04-19 13:03:58,C02457,Keyboard,5,164.41,82.52,store,Salvador
100174,2025-07-03 20:52:23,C03465,Headset,3,215.65,123.39,online,Fortaleza
100175,2025-01-28 20:53:03,C02576,Webcam,1,262.2,141.42,online,São Paulo
100176,2025-09-11 03:37:46,C03899,Laptop Stand,3,125.82,65.68,online,Salvador
100177,2025-03-15 04:46:42,C00719,Keyboard,3,156.48,82.49,online,Brasília
100178,2025-11-26 19:09:58,C02084,Laptop Stand,2,123.95,64.36,online,Salvador
100179,2025-09-15 05:40:40,C04855,Headset,1,183.74,129.85,store,Curitiba
100180,2025-06-10 13:40:41,C00207,Webcam,2,250.07,137.23,online,Rio de Janeiro
100181,2025-02-14 14:18:45,C01247,Monitor,2,916.51,698.45,marketplace,Curitiba
100182,2025-08-20 09:30:27,C02080,USB Hub,5,75.12,23.0,marketplace,Curitiba
100183,2025-09-14 14:43:08,C03497,Keyboard,2,144.81,89.71,online,Curitiba
100184,2025-09-26 11:51:58,C03676,Webcam,2,271.32,134.03,store,Brasília
100185,2025-01-13 18:59:46,C00632,Keyboard,1,135.79,87.18,marketplace,Cuiaba
100186,2025-10-18 06:55:52,C02714,Mouse,2,83.2,28.15,store,São Paulo
100187,2025-03-30 08:46:10,C00552,Headset,5,205.69,120.26,store,Recife
100188,2025-04-05 18:53:34,C00326,Monitor,4,850.34,610.93,online,Brasília
100189,2025-12-27 03:20:48,C01375,Laptop Stand,4,112.68,57.16,online,Recife
100190,2025-10-10 18:06:41,C01588,Webcam,5,245.43,126.6,marketplace,São Paulo
100191,2025-04-28 00:55:36,C04414,SSD 1TB,5,473.45,313.33,store,Goiania
100192,2025-05-21 18:00:54,C01012,Mouse,1,81.86,28.06,store,Recife
100193,2025-10-02 20:16:15,C03950,SSD 1TB,2,491.6,303.67,marketplace,Goiania
100194,2025-10-27 09:17:31,C02487,Webcam,4,230.57,141.32,online,Brasília
100195,2025-01-06 16:18:21,C01282,Laptop Stand,3,118.97,60.25,store,Rio de Janeiro
100196,2025-10-01 13:37:00,C00455,Webcam,2,235.88,141.2,online,Salvador
100197,2025-04-09 18:42:49,C02931,Headset,1,187.61,113.24,marketplace,Goiania
100198,2025-08-23 14:09:40,C02517,USB Hub,1,64.08,23.1,online,Fortaleza
100199,2025-08-14 00:12:58,C04896,Webcam,1,250.08,127.75,online,Rio de Janeiro
100200,2025-06-30 14:28:41,C03852,Laptop Stand,3,116.11,54.51,marketplace,Recife
100201,2025-02-17 00:36:04,C04360,Keyboard,4,152.74,88.94,marketplace,Rio de Janeiro
100202,2025-04-12 14:27:33,C01584,Mouse,3,83.0,28.71,marketplace,Cuiaba
100203,2025-01-19 04:44:50,C03094,Monitor,3,916.88,706.99,online,Recife
100204,2025-02-20 04:11:57,C02458,Laptop Stand,3,123.83,54.27,marketplace,Rio de Janeiro
100205,2025-08-16 00:32:26,C00465,Headset,1,181.85,126.43,store,Cuiaba
100206,2025-05-15 21:50:49,C01964,Keyboard,4,155.16,87.68,store,Salvador
100207,2025-08-16 16:34:19,C02003,Laptop Stand,2,126.01,61.0,store,Recife
100208,2025-04-16 00:19:45,C02442,USB Hub,2,65.08,27.34,marketplace,Curitiba
100209,2025-11-18 16:07:34,C01309,Laptop Stand,3,116.14,62.78,online,Recife
100210,2025-12-03 03:17:46,C01618,Keyboard,1,143.86,94.64,marketplace,Fortaleza
100211,2025-04-10 18:35:11,C03821,Mouse,2,84.52,32.39,online,Recife
100212,2025-07-17 20:18:32,C03416,Laptop Stand,2,127.35,62.19,store,Salvador
100213,2025-01-09 19:12:20,C00658,Laptop Stand,1,131.22,54.25,marketplace,Recife
100214,2025-12-22 21:12:14,C02178,Mouse,2,80.74,30.07,marketplace,São Paulo
100215,2025-04-11 03:54:21,C02068,Webcam,4,267.84,154.0,store,Recife
100216,2025-04-26 00:19:24,C03816,USB Hub,2,63.85,26.03,online,Salvador
100217,2025-11-04 08:36:10,C04530,SSD 1TB,5,492.95,351.46,marketplace,Brasília
100218,2025-11-01 19:34:20,C04037,Laptop Stand,5,119.12,61.31,online,Salvador
100219,2025-02-10 04:46:03,C00567,USB Hub,5,71.17,26.85,online,Cuiaba
100220,2025-07-06 09:02:21,C02025,Headset,3,204.93,121.51,online,Salvador
100221,2025-09-29 12:50:38,C00552,SSD 1TB,1,424.56,342.06,store,Rio de Janeiro
100222,2025-05-28 15:15:09,C04843,Mouse,5,80.33,28.6,marketplace,São Paulo
100223,2025-05-19 14:51:45,C01311,Webcam,1,230.91,144.53,store,Fortaleza
100224,2025-10-02 17:03:44,C01989,Laptop Stand,2,127.06,54.64,store,Recife
100225,2025-01-26 22:58:21,C02093,Headset,3,204.59,110.09,online,Cuiaba
100226,2025-03-26 12:46:53,C00354,Headset,2,206.39,116.69,marketplace,Recife
100227,2025-08-22 05:42:19,C01649,Webcam,4,265.99,128.16,store,Rio de Janeiro
100228,2025-01-12 03:39:23,C04975,Laptop Stand,4,111.81,58.2,marketplace,Curitiba
100229,2025-07-19 22:01:02,C02246,Headset,4,181.88,124.26,marketplace,Fortaleza
100230,2025-01-01 15:16:55,C03886,Webcam,3,254.94,152.47,marketplace,Rio de Janeiro
100231,2025-03-24 14:46:13,C02434,Mouse,1,87.9,32.97,marketplace,Cuiaba
100232,2025-08-16 05:44:31,C00673,Webcam,5,233.19,153.17,store,Cuiaba
100233,2025-04-03 19:23:46,C02603,Keyboard,5,140.36,89.06,online,Goiania
100234,2025-07-24 05:27:22,C03800,Webcam,4,226.84,153.65,online,Cuiaba
100235,2025-02-24 05:32:12,C03418,Laptop Stand,1,119.99,62.52,online,Fortaleza
100236,2025-06-28 02:55:50,C00378,Laptop Stand,3,114.33,61.76,marketplace,Recife
100237,2025-09-01 11:40:56,C00927,Laptop Stand,4,113.26,63.19,marketplace,São Paulo
100238,2025-03-06 05:28:58,C04424,Headset,5,189.47,125.64,store,Recife
100239,2025-08-20 21:44:11,C00550,Webcam,4,233.08,138.52,store,Salvador
100240,2025-01-31 04:17:44,C00549,Headset,5,182.46,112.0,marketplace,Salvador
100241,2025-01-14 09:16:13,C00934,Monitor,2,905.37,649.36,store,Fortaleza
100242,2025-02-01 13:56:51,C03722,Mouse,1,80.94,32.77,store,Fortaleza
100243,2025-12-31 06:29:48,C00472,SSD 1TB,1,414.56,337.56,marketplace,Salvador
100244,2025-12-25 08:10:26,C01721,SSD 1TB,3,451.21,302.77,store,Salvador
100245,2025-05-09 05:04:10,C02054,SSD 1TB,3,452.01,300.98,marketplace,Cuiaba
100246,2025-05-23 07:18:34,C00809,USB Hub,3,75.22,24.75,online,Goiania
100247,2025-11-14 20:21:09,C00119,Mouse,4,72.56,29.5,store,São Paulo
100248,2025-11-02 16:51:59,C03908,Monitor,1,921.34,614.3,store,Recife
100249,2025-07-15 20:44:09,C02917,Monitor,1,947.99,678.89,store,Curitiba
100250,2025-08-26 09:00:32,C02066,Laptop Stand,2,112.62,61.51,marketplace,Goiania
100251,2025-06-30 10:37:29,C04793,Monitor,1,926.71,631.2,online,Goiania
100252,2025-03-11 19:47:11,C03263,SSD 1TB,5,435.61,334.83,online,Recife
100253,2025-12-02 19:30:11,C04990,Monitor,1,854.48,714.68,online,Curitiba
100254,2025-07-10 13:35:25,C03746,Monitor,4,936.95,658.49,store,São Paulo
100255,2025-10-15 01:46:56,C03409,Headset,5,213.66,128.18,marketplace,Recife
100256,2025-12-23 15:36:20,C04354,SSD 1TB,3,421.17,306.22,online,Rio de Janeiro
100257,2025-02-24 16:46:48,C04579,Mouse,1,74.02,32.46,marketplace,Brasília
100258,2025-11-01 12:59:00,C01573,Laptop Stand,2,122.59,62.93,marketplace,Goiania
100259,2025-02-22 22:27:48,C02232,Laptop Stand,4,108.74,55.06,online,Recife
100260,2025-08-13 17:45:22,C04093,Headset,4,193.43,110.22,marketplace,Rio de Janeiro
100261,2025-11-13 12:05:34,C02329,Laptop Stand,4,111.97,57.25,online,Rio de Janeiro
100262,2025-12-18 08:19:25,C02983,Monitor,1,930.53,712.5,marketplace,Fortaleza
100263,2025-12-29 03:44:36,C03348,Headset,3,205.61,119.22,store,Cuiaba
100264,2025-06-09 10:48:31,C02490,Mouse,3,85.39,29.1,online,Curitiba
100265,2025-04-27 05:50:31,C00562,Headset,2,190.07,110.7,online,Salvador
100266,2025-04-29 20:23:30,C02023,Monitor,1,926.5,641.89,store,Salvador
100267,2025-08-30 01:53:55,C02500,Laptop Stand,5,112.71,60.5,marketplace,Goiania
100268,2025-08-06 19:06:44,C04758,Laptop Stand,4,131.11,57.14,online,Brasília
100269,2025-12-09 04:05:49,C01371,Keyboard,5,156.02,81.78,marketplace,Curitiba
100270,2025-11-20 04:12:02,C01878,Webcam,2,232.74,150.9,marketplace,Recife
100271,2025-06-22 19:44:44,C00788,Monitor,3,836.3,674.06,store,Cuiaba
100272,2025-11-14 08:37:54,C03555,Mouse,5,85.8,32.06,marketplace,Rio de Janeiro
100273,2025-08-07 19:40:31,C01648,Monitor,5,810.79,601.84,store,Cuiaba
100274,2025-07-22 09:20:01,C03153,USB Hub,1,69.44,25.02,online,Goiania
100275,2025-01-11 05:27:36,C04190,Keyboard,1,159.38,83.01,online,São Paulo
100276,2025-09-12 19:05:52,C01843,USB Hub,5,75.46,25.31,marketplace,Curitiba
100277,2025-02-11 00:12:50,C04787,Keyboard,3,156.41,82.05,online,Recife
100278,2025-03-02 22:26:15,C03777,Mouse,5,87.7,27.35,online,Recife
100279,2025-06-25 12:29:09,C02446,Laptop Stand,3,118.75,63.62,marketplace,Curitiba
100280,2025-11-07 20:05:38,C04752,Keyboard,2,155.47,91.49,online,Recife
100281,2025-11-24 10:18:08,C01420,Monitor,1,834.56,613.47,store,Goiania
100282,2025-06-07 14:36:46,C02049,Keyboard,5,144.75,98.97,marketplace,Fortaleza
100283,2025-06-06 22:14:48,C00147,Mouse,2,81.74,30.38,store,Recife
100284,2025-05-15 09:45:57,C00875,Mouse,4,87.31,29.9,store,Fortaleza
100285,2025-09-28 23:35:52,C03483,SSD 1TB,1,470.07,300.8,store,Fortaleza
100286,2025-09-29 08:35:58,C00796,Laptop Stand,1,114.41,62.97,marketplace,Rio de Janeiro
100287,2025-06-03 22:53:03,C02882,SSD 1TB,1,445.99,304.86,store,Cuiaba
100288,2025-11-09 20:43:41,C02666,Mouse,2,86.77,27.57,store,Rio de Janeiro
100289,2025-09-04 17:38:38,C04174,Laptop Stand,5,112.81,54.33,store,Salvador
100290,2025-10-17 01:52:41,C04691,Monitor,5,830.81,701.27,marketplace,São Paulo
100291,2025-08-31 23:50:22,C04687,Webcam,4,265.56,143.61,store,Fortaleza
100292,2025-10-18 11:03:13,C03593,Laptop Stand,3,125.63,60.7,online,São Paulo
100293,2025-01-30 21:44:08,C02404,Headset,1,187.4,131.97,online,Curitiba
100294,2025-04-29 17:58:13,C01340,Monitor,4,908.92,607.08,store,Recife
100295,2025-12-09 23:38:56,C01135,Keyboard,3,164.51,97.44,store,Cuiaba
100296,2025-09-06 11:11:06,C02267,Headset,3,211.2,110.78,marketplace,Salvador
100297,2025-08-22 19:01:38,C02595,Monitor,1,913.65,646.31,store,Cuiaba
100298,2025-08-05 22:35:13,C01340,Keyboard,1,148.1,90.88,store,Brasília
100299,2025-01-08 14:53:11,C01540,Keyboard,1,156.6,94.07,online,São Paulo
100300,2025-06-30 23:09:21,C00643,Monitor,1,968.85,633.74,online,Goiania
100301,2025-06-20 15:36:02,C04455,Headset,5,190.09,116.93,online,Curitiba
100302,2025-12-19 13:21:01,C02617,Laptop Stand,5,128.1,57.62,online,Recife
100303,2025-06-26 22:36:58,C03569,Keyboard,4,135.34,93.62,marketplace,Curitiba
100304,2025-12-28 13:28:58,C01841,SSD 1TB,4,428.87,320.03,online,Fortaleza
100305,2025-06-27 19:56:51,C00798,Webcam,4,263.28,143.87,store,Brasília
100306,2025-12-03 13:59:28,C04822,USB Hub,1,67.49,27.14,marketplace,Salvador
100307,2025-10-18 06:33:08,C03241,Mouse,2,77.9,31.87,online,Cuiaba
100308,2025-01-07 11:37:09,C00256,SSD 1TB,2,470.29,304.95,online,Goiania
100309,2025-05-25 09:49:54,C04232,Monitor,1,954.69,670.11,online,São Paulo
100310,2025-07-16 08:58:51,C00338,Laptop Stand,4,123.89,60.48,marketplace,Salvador
